  -1.99993348       0.00000000       2.99541619E-15
  -1.98993349       0.00000000       4.22498509E-15
  -1.97993350       0.00000000       5.94833546E-15
  -1.96993351       0.00000000       8.35927837E-15
  -1.95993352       0.00000000       1.17258938E-14
  -1.94993353       0.00000000       1.64182836E-14
  -1.93993354       0.00000000       2.29464173E-14
  -1.92993355       0.00000000       3.20116621E-14
  -1.91993356       0.00000000       4.45767555E-14
  -1.90993357       0.00000000       6.19607040E-14
  -1.89993358       0.00000000       8.59671763E-14
  -1.88993359       0.00000000       1.19057894E-13
  -1.87993360       0.00000000       1.64586254E-13
  -1.86993361       0.00000000       2.27111773E-13
  -1.85993361       0.00000000       3.12821790E-13
  -1.84993362       0.00000000       4.30097147E-13
  -1.83993363       0.00000000       5.90267527E-13
  -1.82993364       0.00000000       8.08620532E-13
  -1.81993365       0.00000000       1.10574484E-12
  -1.80993366       0.00000000       1.50931546E-12
  -1.79993367       0.00000000       2.05646221E-12
  -1.78993368       0.00000000       2.79690594E-12
  -1.77993369       0.00000000       3.79709935E-12
  -1.76993370       0.00000000       5.14569290E-12
  -1.75993371       0.00000000       6.96071933E-12
  -1.74993372       0.00000000       9.39904144E-12
  -1.73993373       0.00000000       1.26687168E-11
  -1.72993374       0.00000000       1.70452055E-11
  -1.71993375       0.00000000       2.28924813E-11
  -1.70993376       0.00000000       3.06905959E-11
  -1.69993377       0.00000000       4.10714518E-11
  -1.68993378       0.00000000       5.48653276E-11
  -1.67993379       0.00000000       7.31609634E-11
  -1.66993380       0.00000000       9.73835040E-11
  -1.65993381       0.00000000       1.29394592E-10
  -1.64993382       0.00000000       1.71621869E-10
  -1.63993382       0.00000000       2.27224531E-10
  -1.62993383       0.00000000       3.00306502E-10
  -1.61993384       0.00000000       3.96188277E-10
  -1.60993385       0.00000000       5.21755084E-10
  -1.59993386       0.00000000       6.85899171E-10
  -1.58993387       0.00000000       9.00084507E-10
  -1.57993388       0.00000000       1.17906029E-09
  -1.56993389       0.00000000       1.54176916E-09
  -1.55993390       0.00000000       2.01248929E-09
  -1.54993391       0.00000000       2.62228350E-09
  -1.53993392       0.00000000       3.41081119E-09
  -1.52993393       0.00000000       4.42862369E-09
  -1.51993394       0.00000000       5.74001335E-09
  -1.50993395       0.00000000       7.42662198E-09
  -1.49993396       0.00000000       9.59188196E-09
  -1.48993397       0.00000000       1.23666419E-08
  -1.47993398       0.00000000       1.59160365E-08
  -1.46993399       0.00000000       2.04481765E-08
  -1.45993400       0.00000000       2.62247077E-08
  -1.44993401       0.00000000       3.35740822E-08
  -1.43993402       5.60519386E-45   4.29076934E-08
  -1.42993402       1.68155816E-44   5.47399850E-08
  -1.41993403       6.72623263E-44   6.97128471E-08
  -1.40993404       2.74654499E-43   8.86258604E-08
  -1.39993405       1.10702579E-42   1.12472883E-07
  -1.38993406       4.46733950E-42   1.42487139E-07
  -1.37993407       1.78427333E-41   1.80195656E-07
  -1.36993408       7.05623842E-41   2.27485856E-07
  -1.35993409       2.76284209E-40   2.86685918E-07
  -1.34993410       1.07100681E-39   3.60662227E-07
  -1.33993411       4.11048063E-39   4.52937087E-07
  -1.32993412       1.56187199E-38   5.67830114E-07
  -1.31993413       5.87567473E-38   7.10628910E-07
  -1.30993414       2.18838068E-37   8.87792623E-07
  -1.29993415       8.06957698E-37   1.10719759E-06
  -1.28993416       2.94599178E-36   1.37842721E-06
  -1.27993417       1.06480897E-35   1.71312274E-06
  -1.26993418       3.81037785E-35   2.12539248E-06
  -1.25993419       1.34995861E-34   2.63230777E-06
  -1.24993420       4.73513461E-34   3.25447650E-06
  -1.23993421       1.64437297E-33   4.01673651E-06
  -1.22993422       5.65359224E-33   4.94895357E-06
  -1.21993423       1.92444147E-32   6.08698247E-06
  -1.20993423       6.48551384E-32   7.47376498E-06
  -1.19993424       2.16391536E-31   9.16065073E-06
  -1.18993425       7.14818068E-31   1.12088965E-05
  -1.17993426       2.33777972E-30   1.36914587E-05
  -1.16993427       7.56956822E-30   1.66950231E-05
  -1.15993428       2.42658085E-29   2.03224263E-05
  -1.14993429       7.70154468E-29   2.46953568E-05
  -1.13993430       2.41999092E-28   2.99576132E-05
  -1.12993431       7.52854008E-28   3.62786450E-05
  -1.11993432       2.31878556E-27   4.38579045E-05
  -1.10993433       7.07084841E-27   5.29294630E-05
  -1.09993434       2.13470013E-26   6.37677149E-05
  -1.08993435       6.38057817E-26   7.66933663E-05
  -1.07993436       1.88817679E-25   9.20808234E-05
  -1.06993437       5.53196845E-25   1.10365938E-04
  -1.05993438       1.60462887E-24   1.32055386E-04
  -1.04993439       4.60813926E-24   1.57736562E-04
  -1.03993440       1.31019021E-23   1.88089500E-04
  -1.02993441       3.68808503E-23   2.23899289E-04
  -1.01993442       1.02783937E-22   2.66070943E-04
  -1.00993443       2.83598575E-22   3.15645069E-04
 -0.999934435       7.74712704E-22   3.73815943E-04
 -0.989934444       2.09524607E-21   4.41950950E-04
 -0.979934454       5.61029313E-21   5.21612994E-04
 -0.969934464       1.48728383E-20   6.14583376E-04
 -0.959934473       3.90355158E-20   7.22889672E-04
 -0.949934483       1.01433669E-19   8.48832366E-04
 -0.939934492       2.60952891E-19   9.95018985E-04
 -0.929934502       6.64657975E-19   1.16439443E-03
 -0.919934511       1.67606996E-18   1.36028230E-03
 -0.909934521       4.18450241E-18   1.58641941E-03
 -0.899934530       1.03430821E-17   1.84700382E-03
 -0.889934540       2.53113644E-17   2.14673392E-03
 -0.879934549       6.13249604E-17   2.49086414E-03
 -0.869934559       1.47101393E-16   2.88524805E-03
 -0.859934568       3.49343307E-16   3.33640119E-03
 -0.849934578       8.21380131E-16   3.85154784E-03
 -0.839934587       1.91203309E-15   4.43869177E-03
 -0.829934597       4.40659108E-15   5.10666193E-03
 -0.819934607       1.00546326E-14   5.86519530E-03
 -0.809934616       2.27137628E-14   6.72497787E-03
 -0.799934626       5.08004182E-14   7.69773731E-03
 -0.789934635       1.12486809E-13   8.79627559E-03
 -0.779934645       2.46600375E-13   1.00345761E-02
 -0.769934654       5.35234942E-13   1.14278160E-02
 -0.759934664       1.15013934E-12   1.29924919E-02
 -0.749934673       2.44688905E-12   1.47464089E-02
 -0.739934683       5.15387863E-12   1.67088117E-02
 -0.729934692       1.07476311E-11   1.89003553E-02
 -0.719934702       2.21895384E-11   2.13432424E-02
 -0.709934711       4.53565380E-11   2.40611527E-02
 -0.699934721       9.17885420E-11   2.70793922E-02
 -0.689934731       1.83905557E-10   3.04247905E-02
 -0.679934740       3.64802799E-10   3.41258273E-02
 -0.669934750       7.16436355E-10   3.82124931E-02
 -0.659934759       1.39301470E-09   4.27164361E-02
 -0.649934769       2.68157452E-09   4.76707220E-02
 -0.639934778       5.11070741E-09   5.31099960E-02
 -0.629934788       9.64337676E-09   5.90701923E-02
 -0.619934797       1.80150312E-08   6.55886531E-02
 -0.609934807       3.33193881E-08   7.27037936E-02
 -0.599934816       6.10122157E-08   8.04551989E-02
 -0.589934826       1.10610003E-07   8.88831839E-02
 -0.579934835       1.98530515E-07   9.80289057E-02
 -0.569934845       3.52791375E-07  0.107933819    
 -0.559934855       6.20677440E-07  0.118639797    
 -0.549934864       1.08111271E-06  0.130188465    
 -0.539934874       1.86437535E-06  0.142621309    
 -0.529934883       3.18311436E-06  0.155978948    
 -0.519934893       5.38056793E-06  0.170301214    
 -0.509934902       9.00453597E-06  0.185626298    
 -0.499934912       1.49194193E-05  0.201990888    
 -0.489934921       2.44736693E-05  0.219429195    
 -0.479934931       3.97469303E-05  0.237973124    
 -0.469934940       6.39094433E-05  0.257651150    
 -0.459934950       1.01738064E-04  0.278488666    
 -0.449934959       1.60346273E-04  0.300506532    
 -0.439934969       2.50202487E-04  0.323721766    
 -0.429934978       3.86528292E-04  0.348145753    
 -0.419934988       5.91191754E-04  0.373785257    
 -0.409934998       8.95224512E-04  0.400640488    
 -0.399935007       1.34212500E-03  0.428705990    
 -0.389935017       1.99209899E-03  0.457969159    
 -0.379935026       2.92742671E-03  0.488410741    
 -0.369935036       4.25910065E-03  0.520003676    
 -0.359935045       6.13489188E-03  0.552713573    
 -0.349935055       8.74889642E-03  0.586497784    
 -0.339935064       1.23525504E-02  0.621305704    
 -0.329935074       1.72670018E-02  0.657078266    
 -0.319935083       2.38964930E-02  0.693748176    
 -0.309935093       3.27422731E-02  0.731239319    
 -0.299935102       4.44160737E-02  0.769467831    
 -0.289935112       5.96525334E-02  0.808340907    
 -0.279935122       7.93185011E-02  0.847758353    
 -0.269935131      0.104418457      0.887611628    
 -0.259935141      0.136093363      0.927785158    
 -0.249935135      0.175611898      0.968156338    
 -0.239935130      0.224350989       1.00859606    
 -0.229935125      0.283765167       1.04896951    
 -0.219935119      0.355342567       1.08913648    
 -0.209935114      0.440547198       1.12895262    
 -0.199935108      0.540747702       1.16826975    
 -0.189935103      0.657134116       1.20693731    
 -0.179935098      0.790624619       1.24480212    
 -0.169935092      0.941767514       1.28171158    
 -0.159935087       1.11064219       1.31751144    
 -0.149935082       1.29676628       1.35205078    
 -0.139935076       1.49901581       1.38517869    
 -0.129935071       1.71556747       1.41674995    
 -0.119935073       1.94386649       1.44662154    
 -0.109935075       2.18063045       1.47465813    
  -9.99350771E-02   2.42189217       1.50072861    
  -8.99350792E-02   2.66308212       1.52471173    
  -7.99350813E-02   2.89915490       1.54649234    
  -6.99350834E-02   3.12475014       1.56596720    
  -5.99350855E-02   3.33438897       1.58304048    
  -4.99350876E-02   3.52268863       1.59763038    
  -3.99350896E-02   3.68459129       1.60966349    
  -2.99350899E-02   3.81558752       1.61908197    
  -1.99350901E-02   3.91192555       1.62583756    
  -9.93509032E-03   3.97078919       1.62989795    
   6.49094582E-05   3.99043369       1.63124132    
   1.00649092E-02   3.97027373       1.62986267    
   2.00649090E-02   3.91091037       1.62576723    
   3.00649088E-02   3.81410193       1.61897683    
   4.00649086E-02   3.68267822       1.60952413    
   5.00649065E-02   3.52040291       1.59745741    
   6.00649044E-02   3.33179259       1.58283472    
   7.00649023E-02   3.12191176       1.56572974    
   8.00649002E-02   2.89614558       1.54622436    
   9.00648981E-02   2.65997267       1.52441442    
  0.100064896       2.41875029       1.50040340    
  0.110064894       2.17751884       1.47430670    
  0.120064892       1.94084048       1.44624543    
  0.130064890       1.71267462       1.41635084    
  0.140064895       1.49629390       1.38475835    
  0.150064901       1.29424345       1.35161114    
  0.160064906       1.10833776       1.31705451    
  0.170064911      0.939691484       1.28123939    
  0.180064917      0.788779318       1.24431634    
  0.190064922      0.655515254       1.20644045    
  0.200064927      0.539345622       1.16776323    
  0.210064933      0.439347863       1.12843895    
  0.220064938      0.354329139       1.08861697    
  0.230064943      0.282919168       1.04844666    
  0.240064949      0.223653063       1.00807118    
  0.250064939      0.175042942      0.967631698    
